job_title,company_name,location,start_date,ctc,experience,posted
associate recruiter,Pixonix Software Technology,Bangalore,Starts Immediately,"₹ 3,50,000",0-2 years,Few hours ago
graphic designer,Pune Parties,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago
business analyst,Genesis Tech Systems Private Limited,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Few hours ago
education channel anchor,Labtech Innovations,Pune,Starts Immediately,"₹ 3,00,000 - 7,00,000",0-5 years,Few hours ago
counselor,GoStudyFree,Work from home,Starts Immediately,"₹ 2,40,000 - 3,50,000",0-2 years,Few hours ago
digital marketing executive,AD2Brand Media Private Limited,Pimpri-Chinchwad,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,Few hours ago
project manager,Market Xcel Data Matrix Private Limited,Delhi,Starts Immediately,"₹ 3,00,000",0-2 years,Few hours ago
coding teacher,WhizJuniors,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago
pre sales executive,Greychain Technology,Delhi,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,Few hours ago
human resource recruiter,Venture Quest,Dehradun,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,Few hours ago
corporate sales associate,Global Gift Studio,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,Few hours ago
equity research analyst,Knightstone Capital,Mumbai,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5 years,Few hours ago
game tester,Bluboy Entertainments,Hyderabad,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5 years,Few hours ago
e commerce executive,Yashamm India Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago
facility manager,Nutmeg Arena,Pune,Starts Immediately,"₹ 2,00,000",0-2 years,Few hours ago
junior social media marketing manager,Stole And Yarn Incorporation,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Few hours ago
digital marketing executive,TravelPaa,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Few hours ago
software product engineer,Share At Door Step,Work from home,Starts Immediately,"₹ 3,00,000 - 4,80,000",0-2 years,Few hours ago
customer service associate,Artfills Online Learning Private Limited,Nashik,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,Few hours ago
customer service executive,GIGL Summaries,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,Few hours ago
business development executive,InternetShine Technologies,Noida,Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2 years,Few hours ago
talent acquisition executive,P&M,"Gurgaon, Delhi",Starts Immediately,"₹ 2,50,000",0-2 years,Few hours ago
hr coordinator,Talent500,Hyderabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago
google ads trainee,24x7 Interactive Media,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,Few hours ago
hub manager,SupremeWork,"Noida, Gurgaon, Delhi",Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,Few hours ago
business development manager,GMGR INDIA Private Limited,"Mumbai, Jaipur, Delhi",Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,Few hours ago
business development coordinator,The Ankurath Finmart (TAF),Work from home,Starts Immediately,"₹ 2,50,000 - 4,50,000",0-2 years,Few hours ago
promoter   marketing,PlantByte Foods & Nutrition Private Limited,Attibele,Starts Immediately,"₹ 2,16,000",0-2 years,Few hours ago
junior social media marketing manager,The Communique Media,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago
quality engineer,Shree Electricals,"Pune, Pimpri-Chinchwad, Chakan",Starts Immediately,"₹ 2,00,000",0-2 years,Few hours ago
content specialist,Vibrant Publishers,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,Few hours ago
office assistant,CodeCanvas,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Few hours ago
junior social media marketing executive,Nyassa,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,Few hours ago
field sales executive,Urban Animal Private Limited,Bangalore,Starts Immediately,"₹ 3,00,000 - 4,50,000",0-2 years,Few hours ago
site engineer   interior,Abhibhasya (OPC) Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago
hiring manager,Solutionsara,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Few hours ago
telecaller,Sayvtech Incorporation,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Few hours ago
social media executive,Three Commas Solutions LLP,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago
accounts executive,Vihang Group,Thane,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago
content creator   social media manager,(SUBTRACT),Gurgaon,Starts Immediately,"₹ 2,00,000 - 4,20,000",0-2 years,Few hours ago
business development associate,Writex,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,Few hours ago
human resources  hr  associate,Mensen Corporate Solutions,Delhi,Starts Immediately,"₹ 2,00,000",0-2 years,Few hours ago
python developer,Nexensus,Delhi,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,Few hours ago
senior accountant,Veils India Private Limited,Noida,Starts Immediately,"₹ 3,60,000 - 4,00,000",0-2 years,Today
social media executive,Mac Auto India,Faridabad,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,Today
junior social media marketing associate,Rug Weave,Chennai,Starts Immediately,"₹ 2,00,000",0-2 years,Today
human resources  hr  executive,BMRJ Corporate Advisors,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Today
accountant,Maestro De Luxe,Noida,Starts Immediately,"₹ 2,00,000",0-2 years,Today
content creator,Rama Cloth Stores,Vijayawada,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,Today
corporate sales executive,Bajaj Allianz Life Insurance Company,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Today
graphic designer,Click.n.likes,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Today
business development associate,Whorv,Delhi,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,Today
business development executive,ADJM Technologies Pvt Ltd,Bandra,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Today
senior graphic designer,IKSHVAKUMEDIA Private Limited,Indore,Starts Immediately,"₹ 3,00,000",0-2 years,Today
business development executive,Diligentia Advisors Private Limited,Delhi,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,Today
corporate sales associate,Success Insights India,Work from home,Starts Immediately,"₹ 2,16,000 - 3,50,000",0-2 years,Today
social media marketing executive,AB MOTOSS EV PRIVATE LIMITED,Delhi,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,1 day ago
it recruiter,Domnic Lewis Private Limited,Mumbai,Starts Immediately,"₹ 2,50,000 - 4,00,000",0-2 years,1 day ago
sports writer,421 Elba LLP,Bangalore,Starts Immediately,"₹ 3,00,000 - 4,20,000",0-2 years,1 day ago
corporate sales manager,Technospirit Digital University,Hyderabad,Starts Immediately,"₹ 4,00,000 - 4,50,000",0-2 years,1 day ago
fashion designer,CherishX,Delhi,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 day ago
digital marketing executive,Bistro 57 Foods & Beverages Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 day ago
executive assistant,Zouma Creative Studios Private Limitedcon,Mohali,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,1 day ago
digital marketing executive,Perfarmers Global Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 day ago
game master,The Amazing Escape,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 day ago
electronics sales telecaller,Indus Instruments Private Limited,"Kopar, Thakurli, Thane, Navi Mumbai, Bhiwandi",Starts Immediately,"₹ 2,00,000",0-2 years,1 day ago
associate telecaller,Cautilya Capital,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 day ago
digital marketing manager,Learneza,Gurgaon,Starts Immediately,"₹ 5,00,000 - 8,70,000",0-5 years,1 day ago
telecaller,ENarayan Elex India Private Limited,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,60,000",0-2 years,1 day ago
data entry clerk,STEC HOTELWARES LLP,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,1 day ago
business development manager,Digicom Growth,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 day ago
customer service associate,Hair O Craft,Karnataka,Starts Immediately,"₹ 2,16,000 - 2,40,000",0-2 years,1 day ago
administration executive,Techno Global Services Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 day ago
junior machine learning associate,Job Freak,Work from home,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,2 days ago
personal assistant,Generation Virtual,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,2 days ago
junior lead generation manager,Tech CM,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
sales executive,Ace Star Management Private Limited,Delhi,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,2 days ago
receptionist,Access Architects,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 days ago
senior telecaller,Business Mantra,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
full stack developer,Axonator Inc,Pune,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 days ago
graphic designer,In Quotes Media Solutions,Jaipur,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
human resources  hr  executive,Sakshi,Work from home,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,2 days ago
chess teacher,Talentgum,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
operations executive,RoaDo,Bangalore,Starts Immediately,"₹ 2,50,000 - 3,50,000",0-2 years,2 days ago
web developer,Aapa Foundation,Chennai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,2 days ago
it recruiter,CrossRoad Solution,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
senior graphic designer,Studio9 Events,Mumbai,Starts Immediately,"₹ 2,40,000 - 4,20,000",0-2 years,2 days ago
digital marketing manager,Prakash Drycleaners,Noida,Starts Immediately,"₹ 2,50,000 - 5,00,000",0-5 years,2 days ago
recruiter non it,SCGB Solutions,Bangalore,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,2 days ago
copywriter,The Craft Tank,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
graphic designer,Better Insights,Jaipur,Starts Immediately,"₹ 2,00,000 - 3,40,000",0-2 years,2 days ago
social media marketing executive,Walking Frames Productions,Noida,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 days ago
junior social media marketing executive,A&B Digital Marketing Agency,Mira Bhayandar,Starts Immediately,"₹ 3,00,000",0-2 years,2 days ago
hr associate,Inventionyard Private Limited,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,2 days ago
quality control inspector,Art Palace,Jaipur,Starts Immediately,"₹ 2,64,000 - 3,00,000",0-2 years,2 days ago
human resources  hr  manager,99Oranges,Noida,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,2 days ago
django developer,Fatmug Designs,Work from home,Starts Immediately,"₹ 2,40,000 - 4,80,000",0-2 years,2 days ago
sales coordinator,SS Advisory Services Private Limited,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 days ago
junior social media marketing associate,Social Mosquitoes,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
graduate trainee   research,APNC,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,2 days ago
salesperson,Tirumala IT Consultancy Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
business development manager,Envicare Technologies,Hyderabad,Starts Immediately,"₹ 3,00,000 - 3,75,000",0-2 years,2 days ago
human resources  hr  executive,Space Zee Technologies Private Limited,Chennai,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,2 days ago
accountant,NS Jewells,Bangalore,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,2 days ago
graphic designer,Guava Digital,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
operations executive,Odhanon,Faridabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,2 days ago
human resources  hr  associate,G P INFRA,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,25,000",0-2 years,2 days ago
relationship executive,Techivox Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 days ago
interior designer,Aman Agrawal Design,Raipur,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 days ago
junior accountant,G P INFRA,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,25,000",0-2 years,2 days ago
business developer   assistant supervisor,V Believers Marketing,Work from home,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5 years,2 days ago
  generalist   motion graphics artist,Wolf Bread,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 days ago
receptionist,Redthread Hotels,"Calangute, Morjim",Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,2 days ago
accountant,Sumcircle Technologies Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
customer acquisition manager,We Decor8,Gurgaon,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,2 days ago
personal assistant,Shareoholics Inc,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,2 days ago
program executive,Fundabox,Noida,Starts Immediately,"₹ 2,00,000",0-2 years,2 days ago
teacher,Tomo Club,Work from home,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,2 days ago
manager   insurance,Eksure Insurance Brokers Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 6,00,000",0-5 years,2 days ago
digital marketing executive,UnBorn Technologies,Indore,Starts Immediately,"₹ 2,72,000 - 3,25,000",0-2 years,2 days ago
recruiter,FPS JOBS,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,2 days ago
field sales executive,STRUB INDIA PRIVATE LIMITED,"Pune, Pimpri-Chinchwad",Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,2 days ago
junior mechanical engineer,HaleForm Technology Solutions (OPC) Private Limited,Noida,Starts Immediately,"₹ 2,00,000",0-2 years,2 days ago
junior search engine optimization  seo  executive,INSTABIMA - Online Insurance Marketplace,Bangalore,Starts Immediately,"₹ 2,50,000",0-2 years,2 days ago
php developer,Adsplay International Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 6,00,000",0-5 years,2 days ago
sales coordinator,Accurex Biomedical Private Limited,Mumbai,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,2 days ago
full stack engineer,Kgraph AI Solutions Pvt Ltd,Bangalore,Starts Immediately,"₹ 4,00,000 - 10,00,000",0-5 years,2 days ago
business development executive,Regalo Kitchens Private Limited,"Ludhiana, Lucknow, Delhi, Chandigarh, Jaipur",Starts Immediately,"₹ 4,00,000 - 12,00,000",0-5 years,2 days ago
business development executive,Karma Source,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
branch manager,Watch And View Media And Advertising Private Limited,Pune,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,2 days ago
executive assistant,I2 Pvt. Ltd.,Gurgaon,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,2 days ago
accountant,Ciera Advisors LLP,Mumbai,Starts Immediately,"₹ 2,40,000",0-2 years,2 days ago
field sales executive,The Cube Club,"Mumbai, Gujarat, Karnataka",Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,2 days ago
sales and marketing specialist,TopRewards,Mumbai,Starts Immediately,"₹ 2,50,000 - 5,00,000",0-5 years,2 days ago
site engineer,Sandeep Geeta And Associates Private Limited,Bhubaneswar,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5 years,2 days ago
digital marketing executive,Exentric Creations,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
packer,BoldNElegant,Gurgaon,Starts Immediately,"₹ 2,00,000",0-2 years,2 days ago
graphic designer,Optimite,Gurgaon,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
technical support,Mazenet Solutions,Hyderabad,Starts Immediately,"₹ 3,20,000 - 3,50,000",0-2 years,2 days ago
flutter developer,Visanka Technologies,Work from home,Starts Immediately,"₹ 3,00,000 - 5,50,000",0-5 years,2 days ago
trainee   inside sales executive,Acufore India Private Limited,Bangalore,Starts Immediately,"₹ 2,40,000 - 2,64,000",0-2 years,2 days ago
human resources  hr  executive,Smartnet Software Private Limited,Pune,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
junior media   public relations  pr  associate,Wing Communications,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
engineering trainee  electronics controls  and project assistance,Indian Institute Of Astrophysics,Bangalore,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,2 days ago
business development executive,IndoAge,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
business development executive,Zoh Probiotics,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
graphic designer,SocialVocial Digital Solutions Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,2 days ago
android app developer,Digital Softech,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 days ago
graphic designer,IDEX Events Private Limited,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,60,000",0-2 years,2 days ago
